actual_label,prediction
E,we have isolated a leishmania mexicana homologue of the fission yeast suc1 gene using pcr with oligonucleotides designed to conserved regions of cdc2 kinase subunits cks the product of cks1 is a 12 kda polypeptide which has 70 identity with human p9cks1 and 44 identity with fission yeast p13suc1p12cks1 was detected in the three life-cycle stages of l mexicana by immunoblotting recombinant p12cks1 p12cks1his bound to agarose beads was used as a matrix to affinity-select histone h1 kinase complexes from leishmania yeast and bovine extracts immunoblotting showed that yeast and bovine cdc2 kinase bound to p12cks1his thus demonstrating functional homology between l mexicana p12cks1 and yeast p13suc1 histone h1 kinase activity was found at a high level in the proliferative promastigote and amastigote forms of l mexicana but at a low level in the non-dividing metacyclic form these activities are likely to be the same as the leishmanial p13suc1 binding kinase sbcrk described previously mottram kinnaird shiels tait and barry 1993 j biol chem 268 21044-21051 a distinct cdc2-related kinase l mexicana crk1 was also found to associate with p12cks1his but affinity-depletion experiments showed that crk1 was not responsible for the histone h1 kinase activity associating with p12cks1his in promastigote cell extracts the finding that p12cks1 associates with at least two cdc2-related kinases sbcrk and crk1 is consistent with the presence of a large gene family of cdc2-related kinases in trypanosomatids a situation thought to be more similar to higher eukaryotes than yeast
B,the arol gene encoding the enzyme shikimate kinase ii was cloned from escherichia coli k12 construction of over-expressing strains permitted for the first time the purification to homogeneity of a monofunctional shikimate kinase the complete amino acid sequence of shikimate kinase ii was determined by a combined nucleotide and direct amino acid sequencing strategy e coli shikimate kinase ii is a monomeric enzyme containing 173 amino acid residues with a calculated mr 18937 the amino acid sequence contains a region homologous with other kinases and atp-requiring enzymes evidence is presented suggesting that the transcriptional start site of the arol gene is located within a potential operator site
A,the complete 1751377-bp sequence of the genome of the thermophilic archaeon methanobacterium thermoautotrophicum deltah has been determined by a whole-genome shotgun sequencing approach a total of 1855 open reading frames orfs have been identified that appear to encode polypeptides 844 46 of which have been assigned putative functions based on their similarities to database sequences with assigned functions a total of 514 28 of the orf-encoded polypeptides are related to sequences with unknown functions and 496 27 have little or no homology to sequences in public databases comparisons with eucarya- bacteria- and archaea-specific databases reveal that 1013 of the putative gene products 54 are most similar to polypeptide sequences described previously for other organisms in the domain archaea comparisons with the methanococcus jannaschii genome data underline the extensive divergence that has occurred between these two methanogens only 352 19 of m thermoautotrophicum orfs encode sequences that are 50 identical to m jannaschii polypeptides and there is little conservation in the relative locations of orthologous genes when the m thermoautotrophicum orfs are compared to sequences from only the eucaryal and bacterial domains 786 42 are more similar to bacterial sequences and 241 13 are more similar to eucaryal sequences the bacterial domain-like gene products include the majority of those predicted to be involved in cofactor and small molecule biosyntheses intermediary metabolism transport nitrogen fixation regulatory functions and interactions with the environment most proteins predicted to be involved in dna metabolism transcription and translation are more similar to eucaryal sequences gene structure and organization have features that are typical of the bacteria including genes that encode polypeptides closely related to eucaryal proteins there are 24 polypeptides that could form two-component sensor kinase-response regulator systems and homologs of the bacterial hsp70-response proteins dnak and dnaj which are notably absent in m jannaschii dna replication initiation and chromosome packaging in m thermoautotrophicum are predicted to have eucaryal features based on the presence of two cdc6 homologs and three histones however the presence of an ftsz gene indicates a bacterial type of cell division initiation the dna polymerases include an x-family repair type and an unusual archaeal b type formed by two separate polypeptides the dna-dependent rna polymerase rnap subunits a' a b' b and h are encoded in a typical archaeal rnap operon although a second a' subunit-encoding gene is present at a remote location there are two rrna operons and 39 trna genes are dispersed around the genome although most of these occur in clusters three of the trna genes have introns including the trnapro ggg gene which contains a second intron at an unprecedented location there is no selenocysteinyl-trna gene nor evidence for classically organized is elements prophages or plasmids the genome contains one intein and two extended repeats 36 and 86 kb that are members of a family with 18 representatives in the m jannaschii genome
B,a 125-kilobase segment of bacillus subtilis chromosomal dna containing the entire pyrimidine biosynthetic pyr gene cluster has been cloned and sequenced the sequenced dna has seven cistrons encoding the six enzymes of de novo pyrimidine nucleotide biosynthesis and two open reading frames of unknown function based on the sequence and mapping of transcripts the genes in this cluster appear to be transcribed on one large polycistronic message in the order orf1 pyrb pyrc pyraa pyrab orf2 pyrd pyrf pyre the deduced amino acid sequences for six pyrimidine biosynthetic enzymes from b subtilis and comparisons with the corresponding sequences from numerous other species are presented the 3' ends of the reading frames overlap the 5' ends of the downstream open reading frames for all cistrons in the cluster except orf1 and pyrb which are separated by a 145-base pair intercistronic region the start of transcription was mapped by primer extension to a g residue 158 nucleotides upstream from the translation initiation codon of orf1 this site is preceded by a typical b subtilis sigma a-dependent promoter a promoter indicator plasmid was used to show that this region carried a promoter from which transcription was regulated by pyrimidines transcription from this promoter was not detected in primer extension experiments using mrna prepared from b subtilis cells grown in the presence of excess uracil no transcripts initiating from the intercistronic space between orf1 and pyrb were detected with s1 nuclease mapping however a transcription terminator was detected in this region that reduced but did not fully block transcriptional readthrough this terminator was not regulated by pyrimidines in the growth medium under the conditions tested the region immediately following the promoter and 5' to orf1 has a potential transcription terminator sequence the roles if any of these transcription terminators in the regulation of pyr operon expression are yet to be determined however deletion of the terminator immediately following the promoter abolished pyrimidine regulation of transcription in the indicator plasmid
E,various hla-b molecules exhibit serologic cross-reactions with hla-b7 including hla-b27 b40 bw42 and bw22 of this group primary structures for the three serologic subdivisions of hla-bw22 hla-bw54 bw55 and bw56 have yet to be determined here we describe the nucleotide sequences of five distinctive hla-bw22 alleles isolated from cells of different ethnic origins typed either for bw54 bw55 or bw56 heterogeneity in molecules typed as bw55 and bw56 was defined the five hla-bw22 alleles form a closely related family that appears to have evolved by a series of simple gene conversion events all of which alter the antigen recognition site of the encoded proteins of note hla-bw54 is the product of a gene conversion between hla-b and c alleles all the bw22 alleles encode an alpha 1-helix identical in amino acid sequence to that of hla-b7 and bw42 a feature almost certainly responsible for the serologic cross-reactivity of these molecules shared substitutions in the alpha 1-helix can also explain the cross-reactivity of bw22 and b7 with b27 patterns of amino acid substitution in the alpha 2-domain of bw22 heavy chains correlate with certain antibody and t cell cross-reactivities thereby implicating particular amino acids in their target epitopes
E,blue light induces various physiological morphological and biochemical reactions in the filamentous fungus neurospora crassa this light response is accompanied by a global change in gene expression and several light-inducible transcripts bli-genes have been cloned we isolated the genomic clone of the gene bli-3 whose mrna we have previously shown to be induced 2 minutes after the beginning of illumination its dna sequence predicted a transcriptional unit of 1050 bp encoding a novel hydrophilic protein of 209 aminoacids comparison to other n crassa genes revealed a group of inducible genes which share this promoter structure a well conserved tata-box similar transcription start box tcatcanc and repeats of pyrimidines ct between these boxes based upon this group we propose a consensus sequence for one possible type of inducible promoter in n crassa
E,aromatase cytochrome p-450 aro is the major enzyme of estrogen biosynthesis the aim of the present investigation was the isolation and comparative sequence analysis of the bovine aromatase cytochrome p-450 transcript bcyp19 from a placental lambda gt10 cdna library from three overlapping clones a total sequence of 5180 bp could be derived including two polyadenylation sites and signals located next to each other as found in other species the open reading frame orf comprises 1509 bp and shows 87 78 and 78 sequence homology to the coding areas of the human rat and mouse genes respectively the 3'-untranslated region utr of the bovine transcript is about 2-kb longer than that of the human gene hcyp19 it contains homologous retroposon elements of the bovidae dimer family bdf at two different positions and ends with a sequence motif which also occurs repeatedly within the bovine genome the 5'-utr isolated from placenta includes a new sequence upstream from exon ii that was not found in cattle or other species so far we conclude from our data that i as found in other species bcyp19 is likely to be transcribed into different mrna species ii the bovine 3'-utr was the target for multiple insertions of repeated sequence motifs iii the unusual length of the bcyp19 transcript is mainly due to the long 3'-utr iv it includes sequences which are found in humans only on the genomic level conceivably due to mutational inactivation of a primordial polyadenylation signal pas and v the recently used functional pas is contributed by a downstream bovine repeat element
E,a full-length genomic dna fragment that codes for a novel ef-hand protein dictyostelium discoideum was cloned and sequenced the protein is composed of 168 amino acids and contains four consensus sequences that are typical for ca2-binding ef-hand domains the protein sequence exhibits only minor similarities to other calmodulin-type proteins from dictyostelium the genomic dna harbors two short introns their positions suggest that the gene is unrelated to the ef-hand proteins from the calmodulin group northern blot analysis showed that the mrna level was significantly increased during development polyclonal antibodies raised against the recombinant protein recognized in western blots a protein of about 20 kda like the mrna also the protein was more abundant in developing cells overlay experiments with 45ca2 indicated that the ef-hands in fact have ca2-binding activity the recent description of cbp1 another calmodulin-type dictyostelium protein that is upregulated during development coukell et al 1995 febs lett 362 342-346 suggests that d discoideum contains a family of ef-hand proteins that have specific functions during distinct steps of development we therefore designate the protein described in this report as cbp2
B,a 10-kb region of the bacillus subtilis genome that contains genes involved in biotin-biosynthesis was cloned and sequenced dna sequence analysis indicated that b subtilis contains homologs of the escherichia coli and bacillus sphaericus bioa biob biod and biof genes these four genes and a homolog of the b sphaericus biow gene are arranged in a single operon in the order biowafdr and are followed by two additional genes bioi and orf2 bioi and orf2 show no similarity to any other known biotin biosynthetic genes the bioi gene encodes a protein with similarity to cytochrome p-450s and was able to complement mutations in either bioc or bioh of e coli mutations in bioi caused b subtilis to grow poorly in the absence of biotin the bradytroph phenotype of bioi mutants was overcome by pimelic acid suggesting that the product of bioi functions at a step prior to pimelic acid synthesis the b subtilis bio operon is preceded by a putative vegetative promoter sequence and contains just downstream a region of dyad symmetry with homology to the bio regulatory region of b sphaericus analysis of a biow-lacz translational fusion indicated that expression of the biotin operon is regulated by biotin and the b subtilis bira gene
B,the methylesterase which catalyzes demethylation of chemotactic membrane receptors in salmonella typhimurium has been purified and characterized two forms of the enzyme have been isolated from cell extracts one corresponds in molecular weight mr  37000 and amino acid composition to the predicted product of the structural gene for the methylesterase cheb the other is a proteolytic fragment mr  21000 corresponding to the c-terminal three-fifths of the intact cheb protein the specific activity of the 21-kda enzyme is at least 15-fold greater than that of its 37-kda precursor we conclude that the cheb protein is composed of at least two structurally distinct portions a c-terminal catalytic domain and an n-terminal region which modulates esterase activity
E,the gamma subunit of the nak-atpase is a small membrane protein that copurifies with the alpha and beta subunits of the enzyme strong evidence that the gamma subunit is a component of the nak-atpase comes from studies indicating that the subunit is involved in forming the site for cardiac glycoside binding we have isolated and characterized the cdnas coding the gamma subunit from several species the gamma subunit is a highly conserved protein consisting of 58 amino acids with a molecular weight of 6500 hydropathy analysis reveals the presence of a single hydrophobic domain that is sufficient to cross the membrane there are no sites for n-linked glycosylation northern blot analysis revealed that the gamma subunit mrna is expressed in a tissue-specific fashion and is present in all tissues characterized gamma-specific antibodies have been used to verify that the sequenced protein is the same protein labeled by 3hnitroazidobenzoyl-ouabain nab-ouabain and that this protein the gamma subunit of the nak-atpase has a distribution pattern along nephron segments that is identical with the alpha subunit in addition coimmunoprecipitation of the alpha beta and gamma subunits demonstrate specific association of the subunits these results are consistent with the notion that the gamma subunit is specifically associated with and may be an important component of the nak-atpase
B,a tuf-gene of flexistipes sinusarabici has been cloned and sequenced the primary structure of the predicted elongation factor protein was compared with available sequences of homologous genes and elongation factors tu or 1 alpha of eubacteria archaebacteria and eukaryotes based on elongation factor tu data flexistipes sinusarabici belongs to the eubacterial kingdom but no specific relationship to any phylum was detected the amino acid of the elongation factor tu of f sinusarabici exhibits no striking pecularities among the highly conserved positions only two are different sites of known or postulated functions are conserved
E,pcr was used to amplify fragments corresponding to chs genes from ustilago maydis utilizing as primers oligonucleotides devised according to the conserved regions of fungal chs genes the pcr product was employed as a probe to screen a genomic library of the fungus two different chs genes umchs1 and umchs2 were thus identified in the positive clones recovered their sequence revealed high similarity with the chs genes previously cloned from other fungi especially in their central region alignment with the deduced protein sequences of all chs genes reported up to date showed the existence of seven conserved domains transcripts from both genes were detected in the yeast and mycelial forms in general the transcripts from the umchs1 gene appeared to be present at a higher level than the transcripts from the umchs2 gene the transcripts from both genes appeared to be more abundant in the mycelial form gene replacement of either gene and analysis of the resulting phenotype demonstrated that they are non-essential nevertheless growth chitin synthase activity levels and chitin content of mycelial cells induced by cultivation in acidic media were all reduced in chs1 and chs2 mutants however mating virulence and dimorphic behaviour were unaffected overall the results indicate that the chs1 and chs2 genes encode products with redundant functions in u maydis
E,a murine monoclonal antibody was identified by its ability to induce a reversible antiproliferative effect on a human lymphoma cell line immunoprecipitation studies revealed that the antibody reacted with a 26-kilodalton cell surface protein tapa-1 a diverse group of human cell lines including hematolymphoid neuroectodermal and mesenchymal cells expressed the tapa-1 protein many of the lymphoid cell lines in particular those derived from large cell lymphomas were susceptible to the antiproliferative effects of the antibody tapa-1 may therefore play an important role in the regulation of lymphoma cell growth a cdna clone coding for tapa-1 was isolated by using the monoclonal antibody to screen an expression library in cos cells analysis of the deduced amino acid sequence indicated that the protein is highly hydrophobic and that it contains four putative transmembrane domains and a potential n-myristoylation site tapa-1 showed strong homology with the cd37 leukocyte antigen and with the me491 melanoma-associated antigen both of which have been implicated in the regulation of cell growth
E,we report here the cloning of a cdna encoding testosterone 7 alpha-hydroxylase in the syrian hamster designated cyp2a9 overlapping clones encoding syrian hamster cyp2a9 were isolated by screening a liver cdna library and by performing rapid amplification of cdna ends polymerase chain reaction on the cdna library the sequence of the cyp2a9 cdna contains an open reading frame of 1482 nucleotides encoding a polypeptide of 493 amino acids with a calculated molecular mass of 56295 da the sequence is flanked by a 5'-untranslated region of 10 bp and a 3'-untranslated region of 178 bp including the polya tail the deduced amino acid sequence shares significant homology with members of cyp2a subfamily notably with cyp2a1 and cyp2a12 which have testosterone 7 alpha-hydroxylase activity we characterized the catalytic activity of cyp2a9 using microsomes obtained by transient expression of its cdna in transfected cos-7 cells cyp2a9 was found to hydroxylate testosterone at position 7 alpha in syrian hamster livers a higher level of testosterone 7 alpha-hydroxylase activity as well as the mrna of cyp2a9 in male than in female was obtained the testosterone 7 alpha-hydroxylase activity and the mrna level in liver were both decreased moderately by administration of 3-methylcholanthrene and slightly by administration of phenobarbital in contrast in kidney both 3-methylcholanthrene and phenobarbital significantly decreased the mrna level these facts indicate that the regulation of the hamster testosterone 7 alpha-hydroxylase cyp2a9 expression is different from that of the rat cyp2a1 and hamster reported previously by other workers
E,the clock gene is an essential regulator of circadian rhythms it encodes a member of the basic helix-loop-helixper-arnt-sim family of transcription factors known to play a central role in the control of diverse cellular events previously we described the functional identification and molecular isolation of the clock gene in the mouse its interaction with the bmal1 protein and the role of this complex as a transcriptional activator in the circadian pacemaker here we report the cloning exon organization chromosomal location and mrna expression of the human clock gene the coding sequence of human clock extends for 2538 bp and is 89 identical to its mouse ortholog its deduced amino acid sequence is 846 residues long and is 96 identical to mouse clock radiation hybrid mapping localized human clock to the long arm of human chromosome 4 4q12 direct sequencing of a genomic clock clone indicated that the coding sequence of human clock extends over 20 exons and that its intronexon organization is identical to that of the mouse ortholog northern blot analysis indicated widespread expression of two major transcripts of 8 and 10 kb and in situ hybridization of human brain tissue revealed elevated expression of clock mrna in the suprachiasmatic nuclei the locus of circadian control in mammals and in the cerebellum comparison of cdna clones revealed two single nucleotide polymorphisms in noncoding sequence flanking the clock open reading frame the central role of clock in the organization of circadian rhythms suggests that it will be a useful candidate gene for genetic analyses of disorders associated with dysfunction of the circadian system
A,the archaeon methanosarcina mazei and related species are of great ecological importance as they are the only organisms fermenting acetate methylamines and methanol to methane carbon dioxide and ammonia in case of methylamines since acetate is the precursor of 60 of the methane produced on earth these organisms contribute significantly to the production of this greenhouse gas eg in rice paddies the 4096345 base pairs circular chromosome of m mazei is more than twice as large as the genomes of the methanogenic archaea currently completely sequenced bult et al 1996 smith et al 1997 3371 open reading frames orfs were identified based on currently available sequence data 376 of these orfs are methanosarcina-specific and 1043 orfs find their closest homologue in the bacterial domain 544 of these orfs reach significant similarity values only in the bacterial domain they include 56 of the 102 transposases and proteins involved in gluconeogenesis proline biosynthesis transport processes dna-repair environmental sensing gene regulation and stress response striking examples are the occurrence of the bacterial groelgroes chaperone system and the presence of tetrahydrofolate-dependent enzymes these findings might indicate that lateral gene transfer has played an important evolutionary role in forging the physiology of this metabolically versatile methanogen
E,we have isolated a cdna clone which encodes the entire beta-subunit of human electron-transferring flavoprotein etf by screening an expression library from human liver using polyclonal antibodies against porcine etf this cdna encodes a protein of 255 amino-acid residues with a predicted molecular mass of 27877 da which shows a high degree of similarity with partial amino-acid sequences obtained from both rat liver and paracoccus denitrificans beta-etf northern-blot analysis shows that the human beta-etf mrna is approximately 1 kb in size and is abundant in liver heart and skeletal muscle incubation with intact mitochondria indicates that the cdna-encoded beta-etf polypeptide contains the information necessary to reach the mitochondrial matrix these data are in agreement with previous experiments suggesting that beta-etf unlike the majority of nuclear-encoded mitochondrial matrix proteins does not have a cleavable leader peptide furthermore when valinomycin is added to the incubation mixture the import is abolished thus demonstrating that it is an energy-dependent process interestingly the sequence analysis of beta-etf protein identifies a 263 identity with the fix a gene product of the nitrogen-fixing bacterium azorhizobium caulinodans
B,the gram-negative bacterium yersinia pestis is the causative agent of the systemic invasive infectious disease classically referred to as plague and has been responsible for three human pandemics the justinian plague sixth to eighth centuries the black death fourteenth to nineteenth centuries and modern plague nineteenth century to the present day the recent identification of strains resistant to multiple drugs and the potential use of y pestis as an agent of biological warfare mean that plague still poses a threat to human health here we report the complete genome sequence of y pestis strain co92 consisting of a 465-megabase mb chromosome and three plasmids of 962 kilobases kb 703 kb and 96 kb the genome is unusually rich in insertion sequences and displays anomalies in gc base-composition bias indicating frequent intragenomic recombination many genes seem to have been acquired from other bacteria and viruses including adhesins secretion systems and insecticidal toxins the genome contains around 150 pseudogenes many of which are remnants of a redundant enteropathogenic lifestyle the evidence of ongoing genome fluidity expansion and decay suggests y pestis is a pathogen that has undergone large-scale genetic flux and provides a unique insight into the ways in which new and highly virulent pathogens evolve
E,we have sequenced a 61989 bp stretch located between genes rad7 and fip1 of saccharomyces cerevisiae chromosome x this stretch contains 36 open reading frames orfs of at least 100 codons fourteen of these correspond to sequences previously published as hit1 cdc8 yap17 cbf1 nat1 rpa12 cct5 tor1 rfc2 pem2 cdc11 mir1 ste18 and grr1 the proteins deduced from four orfs yjr059w yjr065c yjr075w yjr078w have significant similarity to proteins of known function from yeast or other organisms including s cerevisiae serinethreonine-specific protein kinase schizosaccharomyces pombe act2 protein s cerevisiae mannosyltransferase och1 protein and mouse indoleamine 23-dioxygenase respectively four of the remaining 18 orfs have similarity to proteins with unknown function six are weakly similar to other known sequences while another eight exhibit no similarity to any known sequence in addition three trna genes have been recognized three genes clustered within 22 kb yjr059w yjr061w and tor1 have counterparts arranged within 15 kb on the left arm of chromosome xi
E,the camp-dependent protein kinase pka is localized to specific subcellular compartments by association with a-kinase anchoring proteins akaps akaps are a family of functionally related proteins that bind the regulatory r subunit of pka with high affinity and target the kinase to specific subcellular organelles recently akap18 a low molecular weight plasma membrane akap that facilitates pka-mediated phosphorylation of the l-type ca2 channel was cloned we now report the cloning of two additional isoforms of akap18 which we have designated akap18beta and akap18gamma that arise from alternative mrna splicing the akap18 isoforms share a common r subunit binding site but have distinct targeting domains the original akap18 renamed akap18alpha and akap18beta target the plasma membrane when expressed in hek-293 cells while akap18gamma is cytosolic when expressed in epithelial cells akap18alpha is targeted to lateral membranes whereas akap18beta is accumulated at the apical membrane a 23-amino acid insert following the plasma membrane targeting domain facilitates the association of akap18beta with the apical membrane the data suggest that akap18 isoforms are differentially targeted to modulate distinct intracellular signaling events furthermore the data suggest that plasma membrane akaps may be targeted to subdomains of the cell surface adding additional specificity in intracellular signaling
E,a cdna which encodes a carboxylesterase of 561 amino acid residues including a cleavable signal peptide is described the enzyme expressed in cos cells migrates during page sds- and non-denaturing as a single prominent band in the region of liver es-4 it ends in the c-terminal cell-retention signal -hnel which in cos cells overexpressing the enzyme appears to be slightly less efficient than the signals -htel and -hvel of es-3 and es-10 respectively glycosylation is not essential for intracellular retention but leads to a higher activity as do many carboxylesterases the enzyme expressed in cos cells hydrolyses omicron-nitrophenyl acetate and alpha-naphthyl acetate it also hydrolyses acetanilide although less efficiently than es-3 and distinctively palmitoyl-coa in addition to the four canonical cys residues of the carboxylesterases it contains a fifth unpaired cys336 which apparently is not essential for the catalytic properties indeed treatment with iodoacetamide or substitution of cys336 by phe does not markedly alter the activity of the enzyme on the various substrates the predicted structure of es-4 is highly homologous to that of two other recently cloned esterases which also end in -hnel yan yang brady and parkinson 1994 j biol chem 269 29688-29696 yan yang and parkinson 1995 arch biochem biophys 317 222-234 together these isoenzymes probably account for the closely spaced bands observed in the region of es-4 in non-denaturing page
E,the developmentally-regulated neuron-specific protein drebrin a is expressed first at the time of outgrowth and maturation of dendrites and is localized within dendrites of the adult brain a cdna clone of adult rat drebrin a was isolated and sequenced there is no overall homology with other reported protein sequences except chicken drebrins we constructed the expression vector miw-da containing the drebrin a cdna transfection of nonneuronal cells with miw-da induced the formation of highly branched neurite-like cell processes in these process-bearing transfectants expressed debrin a is concentrated in submembraneous regions of the cell furthermore actin concentration is higher in these cells than other fibroblasts these results suggest a possible role of drebrin a in neurite outgrowth
V,the complete dna sequence of the genome of vaccinia virus has been determined the genome consisted of 191636 bp with a base composition of 666 a  t we have identified 198 major protein-coding regions and 65 overlapping minor regions for a total of 263 potential genes genes encoded by the virus were located by examination of dna sequence characteristics and compared with existing vaccinia virus mapping analyses sequence data and transcription data these genes were found to be compactly organized along the genome with relatively few regions of noncoding sequences whereas several similarities to proteins of known function were discerned the function of the majority of proteins encoded by these open reading frames is as yet undetermined
E,as part of our effort to sequence the 100-megabase mb genome of the nematode caenorhabditis elegans we have completed the nucleotide sequence of a contiguous 2181032 base pairs in the central gene cluster of chromosome iii analysis of the finished sequence has indicated an average density of about one gene per five kilobases comparison with the public sequence databases reveals similarities to previously known genes for about one gene in three in addition the genomic sequence contains several intriguing features including putative gene duplications and a variety of other repeats with potential evolutionary implications
E,urea-extractable proteins have been purified from the cephalothoracic cuticle of mature araneus diadematus spiders two-dimensional gel electrophoresis showed at least 12 major proteins with pis between 45 and 85 five proteins were purified and their primary structure determined using a combination of mass spectrometry and edman degradation based on the amino acid sequence the proteins can be divided into two groups both characterized by hydrophobic regions dominated by ala pro and val sequence similarity was observed between all the spider cuticle proteins and a number of proteins from other arthropod cuticles although the similarity seemed to be confined only to a region in the central part of the molecules it does link these very distantly related species
E,a recently recognized gene family conserved from yeast to humans includes down syndrome candidate region 1 gene dscr1 adapt78 recognized as the hamster ortholog of the dscr1 isoform 4 zaki-4 renamed dscr1-like 1 dscr1l1 and dscr1l2 a novel gene on human chromosome 1 along with yeast and c elegans single members strippoli p lenzi l petrini m carinci p zannotti m 2000 a new gene family including dscr1 down syndrome candidate region 1 and zaki-4 characterization from yeast to human and identification of dscr1-like 2 a novel human member genomics 64 252-263 the proposed family labels were a putative single-strand nucleic acid binding domain similar to the rna recognition motif and a unique highly-conserved serine-proline motif we have used a bioinformatics-driven molecular biology approach to characterize the murine members of dscr1-like gene family systematic expressed-sequence-tags est database search and reverse-transcription polymerase chain rection rt-pcr product sequencing allowed identification of the murine dscr1 dscr1l1 and dscr1l2 the sequences of the respective protein products are of 198 197 and 241 amino acids respectively and are very similar to the corresponding human proteins the very broad expression pattern of the murine dscr1 genes is similar to that of the human genes using a radiation hybrid panel we mapped the murine dscr1-like family members the murine dscr1 ortholog is located on the chromosome 16 in a region corresponding to that on human chromosome 21 just upstream of the down syndrome candidate region dscr1l1 and dscr1l2 murine genes are also located in chromosomal segments of chromosome 17 and 4 respectively exactly corresponding to those containing the respective human homologs on chromosomes 6 and 1 description of the mouse orthologs for dscr1-like genes will allow knockout mice to be obtained for specific family members
E,the cca-adding enzyme atptrna adenylyltransferase or ctptrna cytidylyltransferase ec  generates the conserved cca sequence responsible for the attachment of amino acid at the 3' terminus of trna molecules it was shown that enzymes from various organisms strictly recognize the elbow region of trna formed by the conserved d- and t-loops however most of the mammalian mitochondrial mt trnas lack consensus sequences in both d- and t-loops to characterize the mammalian mt cca-adding enzymes we have partially purified the enzyme from bovine liver mitochondria and determined cdna sequences from human and mouse dbests by mass spectrometric analysis the identified sequences contained typical amino-terminal peptides for mitochondrial protein import and had characteristics of the class ii nucleotidyltransferase superfamily that includes eukaryotic and eubacterial cca-adding enzymes the human recombinant enzyme was overexpressed in escherichia coli and its cca-adding activity was characterized using several mt trnas as substrates the results clearly show that the human mt cca-adding enzyme can efficiently repair mt trnas that are poor substrates for the e coli enzyme although both enzymes work equally well on cytoplasmic trnas this suggests that the mammalian mt enzymes have evolved so as to recognize mt trnas with unusual structures
E,to study the molecular regulation of voltage-dependent ca2 channels vdccs in the beta-cell we have cloned a cdna for the alpha 1-subunit from a hamster insulin-secreting cell line hit-t15 the cdna hca3a encodes a 1610-amino acid protein with four repeating membrane domains and an overall structure characteristic of other alpha 1-subunits although the cdna shows a high degree of sequence homology 97 with a rat brain alpha 1-subunit rb alpha 1 the c-terminal 15 amino acids of hca3a share no similarity with any cloned alpha 1 protein high stringency northern blot analysis revealed a single transcript of approximately 86 kilobases in hit cells and hamster pancreas a similarly sized species was detected in hamster brain heart and skeletal muscle using polymerase chain reaction and a primer set unique to hca3a this alpha 1 isoform was found to be expressed in islet cell lines derived from rat mouse and hamster the hit cell alpha 1-subunit is also expressed in discrete regions of the rat central nervous system including the cortex cerebellum hypothalamus and brain stem the expression of two alpha 1 isoforms hca3a and cardiac in the hit cell underscores the possible complexity of vdccs in the regulation of beta-cell signal transduction with its widespread tissue distribution hca3a does not conform to the current classification system used for l-type vdccs this suggests that an alternative system of classification is required
B,staphylococcus epidermidis strains are diverse in their pathogenicity some are invasive and cause serious nosocomial infections whereas others are non-pathogenic commensal organisms to analyse the implications of different virulence factors in staphylococcus epidermidis infections the complete genome of staphylococcus epidermidis strain atcc 12228 a non-biofilm forming non-infection associated strain used for detection of residual antibiotics in food products was sequenced this strain showed low virulence by mouse and rat experimental infections the genome consists of a single 2499 279 bp chromosome and six plasmids the chromosomal g  c content is 321 and 2419 protein coding sequences cds are predicted among which 230 are putative novel genes compared to the virulence factors in staphylococcus aureus aside from delta-haemolysin and beta-haemolysin other toxin genes were not found in contrast the majority of adhesin genes are intact in atcc 12228 most strikingly the ica operon coding for the enzymes synthesizing interbacterial cellular polysaccharide is missing in atcc 12228 and rearrangements of adjacent genes are shown no mec genes is256 is257 were found in atcc 12228 it is suggested that the absence of the ica operon is a genetic marker in commensal staphylococcus epidermidis strains which are less likely to become invasive
B,helicobacter pylori one of the most common bacterial pathogens of humans colonizes the gastric mucosa where it appears to persist throughout the host's life unless the patient is treated colonization induces chronic gastric inflammation which can progress to a variety of diseases ranging in severity from superficial gastritis and peptic ulcer to gastric cancer and mucosal-associated lymphoma strain-specific genetic diversity has been proposed to be involved in the organism's ability to cause different diseases or even be beneficial to the infected host and to participate in the lifelong chronicity of infection here we compare the complete genomic sequences of two unrelated h pylori isolates this is to our knowledge the first such genomic comparison h pylori was believed to exhibit a large degree of genomic and allelic diversity but we find that the overall genomic organization gene order and predicted proteomes sets of proteins encoded by the genomes of the two strains are quite similar between 6 to 7 of the genes are specific to each strain with almost half of these genes being clustered in a single hypervariable region
B,the role of the periplasmic disulfide oxidoreductase dsba in yop secretion was investigated in yersinia pestis a y pestis dsba mutant secreted reduced amounts of the v antigen and yops and expressed reduced amounts of the full-sized yscc protein site-directed mutagenesis of the four cysteine residues present in the yscc protein resulted in defects similar to those found in the dsba mutant these results suggest that yscc contains at least one disulfide bond that is essential for the function of this protein in yop secretion
